Student Number,Age,Gender,Residency,Class Standing,Scholarship,Study_Hours_Per_Week,Attendance_Rate,Y1_GWA,Y2_GWA,Y3_GWA,Y4_GWA,GPA_Trend,Final_GWA,Performance_Category
22-14194,22,Male,Family House,Regular,No,26,83,1.96,1.72,1.74,1.77,Stable,1.81,Good
22-14195,23,Male,Family House,Regular,No,21,90,1.83,1.93,1.88,1.85,Stable,1.87,Good
22-14196,21,Female,Family House,Regular,Yes,19,89,2.12,2.19,2.07,1.98,Stable,2.1,Good
22-14197,22,Female,Family House,Regular,No,27,92,1.64,1.65,1.74,1.52,Stable,1.65,Excellent
22-14198,21,Female,Family House,Regular,Yes,40,97,1.51,1.6,1.62,1.25,Stable,1.53,Excellent
22-14199,22,Male,Family House,Irregular,Yes,39,100,2.1,1.51,1.46,1.98,Stable,1.75,Good
22-14200,22,Male,Family House,Regular,No,39,96,1.48,1.5,1.69,1.57,Stable,1.56,Excellent
22-14201,24,Male,Dorm,Irregular,No,40,93,2.14,1.6,1.46,1.4,Improving,1.7,Good
22-14202,20,Female,Family House,Regular,Yes,24,86,1.96,1.88,1.92,1.6,Improving,1.87,Good
22-14203,23,Male,Family House,Regular,Yes,17,86,2.1,2.06,1.78,2.35,Stable,2.04,Good
22-14204,22,Male,Dorm,Regular,Yes,12,81,2.13,1.99,1.99,2.15,Stable,2.06,Good
22-14205,23,Female,Dorm,Regular,No,15,94,1.94,1.82,1.81,1.88,Stable,1.86,Good
22-14206,24,Male,Family House,Irregular,No,28,90,2.07,1.71,1.74,1.43,Improving,1.79,Good
22-14207,23,Female,Family House,Regular,Yes,23,92,1.82,1.9,1.82,1.57,Stable,1.81,Good
22-14208,23,Male,Dorm,Irregular,No,17,87,2.19,1.79,1.62,1.68,Improving,1.85,Good
22-14209,20,Male,Family House,Regular,Yes,23,81,1.92,2.19,2.1,1.98,Stable,2.05,Good
22-14210,22,Male,Dorm,Regular,Yes,18,90,2.06,2.19,2.06,2.15,Stable,2.11,At-Risk
22-14211,24,Male,Dorm,Regular,No,28,90,1.65,1.62,1.65,1.62,Stable,1.64,Excellent
22-14212,23,Female,Family House,Regular,No,17,81,1.89,1.71,1.89,1.98,Stable,1.85,Good
22-14213,20,Male,Dorm,Regular,No,21,93,1.75,1.92,2.11,1.68,Stable,1.88,Good
22-14214,23,Male,Family House,Regular,No,13,71,2.37,2.15,2.31,2.23,Stable,2.27,At-Risk
22-14215,23,Male,Dorm,Regular,No,18,79,2.11,2.12,2.18,2.25,Stable,2.15,At-Risk
22-14216,23,Male,Family House,Regular,No,15,82,1.82,1.89,2.07,1.85,Stable,1.91,Good
22-14217,20,Male,Family House,Regular,Yes,31,100,1.4,1.47,1.36,1.5,Stable,1.43,Excellent
22-14218,21,Male,Family House,Regular,No,16,85,1.9,1.74,1.76,2.02,Stable,1.84,Good
22-14219,23,Male,Family House,Regular,No,17,93,1.86,1.86,1.96,1.55,Improving,1.84,Good
22-14220,23,Male,Dorm,Regular,Yes,40,100,1.44,1.53,1.42,1.68,Stable,1.49,Excellent
22-14221,22,Female,Family House,Regular,No,15,86,1.96,1.9,1.94,1.73,Stable,1.91,Good
22-14222,20,Male,Family House,Regular,No,26,95,1.79,2.12,2.0,1.85,Stable,1.94,Good
22-14223,21,Male,Family House,Regular,No,31,98,1.54,1.54,1.58,1.55,Stable,1.55,Excellent
22-14224,22,Male,Family House,Regular,No,18,73,2.32,2.15,2.12,2.17,Stable,2.2,At-Risk
22-14225,23,Female,Family House,Regular,Yes,34,85,1.67,1.83,1.46,2.02,Declining,1.71,Good
22-14226,20,Male,Family House,Regular,No,12,85,2.18,2.38,1.96,2.25,Stable,2.18,At-Risk
22-14227,24,Male,Family House,Irregular,No,9,73,2.29,2.14,1.67,2.15,Stable,2.06,Good
22-14228,24,Male,Family House,Irregular,No,35,90,2.2,1.49,1.53,1.65,Improving,1.75,Good
22-14229,21,Female,Family House,Regular,No,26,94,1.65,1.65,1.64,1.62,Stable,1.65,Excellent
22-14230,20,Male,Dorm,Regular,No,25,84,1.86,1.62,1.85,1.8,Stable,1.78,Good
22-14231,21,Male,Family House,Regular,No,29,95,1.95,1.88,1.78,1.45,Improving,1.81,Good
22-14232,20,Female,Dorm,Regular,No,38,100,1.58,1.76,1.64,1.73,Stable,1.67,Good
22-14233,22,Female,Family House,Regular,No,16,82,2.14,2.07,2.14,2.35,Stable,2.15,At-Risk
22-14234,22,Male,Family House,Regular,No,18,82,2.06,2.25,2.17,2.42,Declining,2.19,At-Risk
22-14235,23,Male,Family House,Regular,No,19,85,1.88,1.94,1.71,1.85,Stable,1.85,Good
22-14236,23,Male,Family House,Regular,Yes,19,97,1.86,1.83,1.83,1.88,Stable,1.85,Good
22-14237,23,Male,Dorm,Regular,No,20,81,2.31,2.18,2.01,2.15,Stable,2.17,At-Risk
22-14238,21,Female,Family House,Regular,No,35,100,1.54,1.64,1.81,1.93,Declining,1.69,Good
22-14239,23,Male,Dorm,Regular,Yes,37,96,1.52,1.53,1.62,1.48,Stable,1.54,Excellent
22-14240,21,Female,Family House,Regular,No,19,79,2.29,2.08,2.04,2.02,Stable,2.13,At-Risk
22-14241,21,Female,Family House,Irregular,Yes,20,86,2.01,2.17,1.88,2.38,Declining,2.07,Good
22-14242,22,Male,Dorm,Regular,Yes,32,100,1.51,1.58,1.62,1.73,Stable,1.59,Excellent
22-14243,20,Male,Family House,Regular,No,29,80,1.86,1.83,1.85,1.88,Stable,1.85,Good
22-14244,24,Male,Family House,Regular,No,18,90,1.75,1.99,1.96,2.02,Stable,1.91,Good
22-14245,23,Female,Family House,Regular,No,24,91,2.0,1.9,1.9,1.8,Stable,1.92,Good
22-14246,20,Female,Dorm,Regular,No,36,98,1.55,1.57,1.56,1.7,Stable,1.58,Excellent
22-14247,24,Female,Family House,Regular,Yes,12,80,2.24,2.25,2.38,2.25,Stable,2.28,At-Risk
22-14248,22,Male,Dorm,Regular,No,27,90,1.81,1.5,1.38,1.75,Stable,1.6,Excellent
22-14249,23,Male,Dorm,Regular,No,23,85,1.89,1.81,1.89,2.12,Stable,1.9,Good
22-14250,20,Female,Family House,Regular,No,21,89,1.8,1.9,2.0,2.17,Declining,1.94,Good
22-14251,21,Female,Family House,Regular,Yes,32,95,1.6,1.62,1.51,1.85,Stable,1.62,Excellent
22-14252,23,Male,Dorm,Irregular,No,33,100,2.11,1.53,1.58,1.57,Improving,1.73,Good
22-14253,24,Female,Family House,Regular,No,26,87,1.94,2.03,1.78,1.6,Improving,1.87,Good
22-14254,20,Female,Family House,Regular,No,16,79,2.35,2.19,2.03,2.15,Stable,2.19,At-Risk
22-14255,21,Female,Family House,Regular,No,28,97,1.56,1.69,1.86,1.3,Stable,1.64,Excellent
22-14256,21,Male,Family House,Irregular,Yes,25,73,2.07,2.19,1.71,2.02,Stable,2.0,Good
22-14257,20,Female,Dorm,Regular,Yes,21,84,2.21,2.08,2.03,2.15,Stable,2.12,At-Risk
22-14258,24,Male,Dorm,Irregular,No,30,93,2.07,1.81,1.68,1.93,Stable,1.87,Good
22-14259,24,Female,Family House,Regular,Yes,11,78,2.12,2.18,2.18,1.85,Stable,2.11,At-Risk
22-14260,24,Female,Dorm,Regular,No,33,94,1.62,1.53,1.4,1.57,Stable,1.53,Excellent
22-14261,20,Male,Family House,Regular,Yes,28,87,1.58,1.86,1.58,1.88,Stable,1.7,Good
22-14262,20,Male,Family House,Regular,No,8,70,2.35,2.32,2.29,2.3,Stable,2.32,At-Risk
22-14263,22,Male,Family House,Irregular,No,29,80,2.32,1.92,1.68,1.6,Improving,1.93,Good
22-14264,22,Male,Family House,Regular,No,17,84,2.1,2.26,2.17,2.12,Stable,2.16,At-Risk
22-14265,24,Female,Family House,Regular,No,24,89,2.04,2.03,1.9,1.88,Stable,1.97,Good
22-14266,20,Female,Dorm,Irregular,No,11,82,2.11,2.04,1.94,2.62,Declining,2.12,At-Risk
22-14267,24,Female,Family House,Regular,No,28,85,2.04,1.94,1.9,1.98,Stable,1.97,Good
22-14268,23,Male,Dorm,Regular,Yes,21,78,2.35,2.0,2.28,2.35,Stable,2.24,At-Risk
22-14269,21,Female,Dorm,Regular,Yes,39,97,1.48,1.38,1.67,1.55,Stable,1.51,Excellent
22-14270,23,Male,Family House,Regular,Yes,20,86,2.23,2.1,1.93,2.0,Stable,2.08,Good
22-14271,20,Female,Dorm,Regular,No,10,86,2.18,2.1,2.28,2.2,Stable,2.19,At-Risk
22-14272,22,Male,Family House,Regular,Yes,25,93,1.79,1.76,1.92,1.77,Stable,1.81,Good
22-14273,23,Male,Dorm,Regular,Yes,16,91,2.08,1.92,1.99,2.0,Stable,2.0,Good
22-14274,20,Male,Dorm,Regular,No,25,91,1.63,1.62,1.68,1.73,Stable,1.66,Good
22-14275,24,Female,Family House,Regular,No,30,86,1.95,1.97,1.69,1.82,Stable,1.87,Good
22-14276,23,Female,Dorm,Regular,No,29,96,1.75,1.36,1.65,1.52,Stable,1.59,Excellent
22-14277,21,Male,Family House,Irregular,Yes,21,91,2.17,1.82,1.68,1.93,Stable,1.91,Good
22-14278,21,Male,Family House,Regular,No,18,90,1.74,1.86,1.79,2.12,Declining,1.84,Good
22-14279,24,Male,Family House,Regular,No,27,80,2.07,1.53,1.99,2.08,Stable,1.9,Good
22-14280,22,Male,Dorm,Irregular,No,26,93,2.07,1.89,1.62,1.77,Stable,1.86,Good
22-14281,24,Female,Family House,Regular,No,22,89,2.06,1.74,1.69,1.73,Improving,1.82,Good
22-14282,23,Male,Dorm,Regular,No,10,81,1.95,2.1,2.33,2.02,Stable,2.1,Good
22-14283,22,Male,Family House,Regular,Yes,40,94,1.61,1.32,1.61,1.3,Improving,1.49,Excellent
22-14284,24,Male,Dorm,Regular,Yes,33,99,1.54,1.47,1.5,1.5,Stable,1.5,Excellent
22-14285,22,Male,Dorm,Regular,No,39,100,1.37,1.39,1.57,1.65,Stable,1.47,Excellent
22-14286,23,Female,Dorm,Regular,No,8,82,2.37,2.08,2.28,2.25,Stable,2.25,At-Risk
22-14287,23,Female,Dorm,Regular,No,30,95,1.52,1.65,1.6,1.65,Stable,1.6,Excellent
22-14288,24,Male,Dorm,Regular,No,27,95,1.76,1.76,1.96,1.93,Stable,1.84,Good
22-14289,23,Female,Family House,Regular,No,28,92,1.75,1.61,1.89,1.9,Stable,1.77,Good
22-14290,21,Male,Dorm,Regular,No,20,74,2.2,2.17,2.24,2.1,Stable,2.19,At-Risk
22-14291,24,Female,Family House,Regular,No,25,83,1.64,2.07,1.89,1.82,Stable,1.85,Good
22-14292,22,Male,Dorm,Regular,Yes,19,82,2.12,2.28,2.03,1.88,Stable,2.1,Good
22-14293,21,Male,Dorm,Regular,Yes,29,95,1.86,1.71,1.72,1.57,Stable,1.74,Good
22-14294,23,Female,Family House,Regular,No,30,89,1.64,1.76,1.64,1.88,Stable,1.71,Good
22-14295,21,Male,Family House,Regular,Yes,39,98,1.65,1.44,1.29,1.48,Stable,1.47,Excellent
22-14296,24,Male,Dorm,Regular,No,25,87,1.8,1.88,1.79,2.08,Stable,1.86,Good
22-14297,24,Male,Family House,Regular,Yes,22,82,1.98,2.0,2.15,2.12,Stable,2.05,Good
22-14298,21,Male,Family House,Regular,No,24,86,1.77,1.81,1.79,2.23,Declining,1.85,Good
22-14299,22,Male,Dorm,Regular,Yes,29,88,1.77,1.57,2.01,1.85,Stable,1.79,Good
22-14300,24,Female,Dorm,Regular,No,11,77,2.21,2.35,2.12,2.3,Stable,2.24,At-Risk
22-14301,20,Male,Family House,Regular,No,24,95,1.92,1.69,2.07,1.48,Improving,1.83,Good
22-14302,22,Male,Family House,Regular,No,26,94,1.86,1.82,2.0,1.65,Stable,1.85,Good
22-14303,22,Male,Dorm,Regular,Yes,24,96,1.57,1.6,1.79,1.7,Stable,1.66,Good
22-14304,20,Male,Dorm,Regular,Yes,34,96,1.55,1.53,1.5,1.4,Stable,1.51,Excellent
22-14305,20,Female,Family House,Irregular,Yes,31,95,1.98,1.39,1.61,1.23,Improving,1.61,Excellent
22-14306,22,Female,Family House,Regular,Yes,33,85,1.65,1.71,1.81,1.85,Stable,1.74,Good
22-14307,21,Female,Dorm,Regular,Yes,20,73,2.1,2.28,2.25,2.23,Stable,2.21,At-Risk
22-14308,20,Male,Family House,Regular,No,17,88,1.86,1.9,2.11,1.9,Stable,1.94,Good
22-14309,20,Male,Family House,Regular,No,16,79,2.21,2.49,1.97,2.08,Stable,2.2,At-Risk
22-14310,21,Female,Family House,Regular,Yes,19,84,2.05,2.15,2.18,2.15,Stable,2.13,At-Risk
22-14311,21,Male,Dorm,Irregular,No,22,84,2.13,1.79,1.64,1.82,Improving,1.86,Good
22-14312,21,Female,Family House,Regular,No,22,80,1.81,1.92,1.75,1.82,Stable,1.82,Good
22-14313,20,Male,Family House,Irregular,No,34,93,2.2,1.65,1.54,1.52,Improving,1.78,Good
22-14314,23,Female,Family House,Regular,Yes,21,80,2.07,2.28,2.32,2.27,Stable,2.22,At-Risk
22-14315,20,Male,Family House,Regular,Yes,14,74,2.1,2.1,2.14,2.0,Stable,2.09,Good
22-14316,20,Female,Dorm,Regular,Yes,10,89,2.08,2.19,2.24,2.2,Stable,2.17,At-Risk
22-14317,24,Female,Family House,Regular,No,25,87,1.8,1.81,1.88,1.7,Stable,1.81,Good
22-14318,22,Male,Family House,Regular,No,36,95,1.55,1.58,1.64,1.35,Stable,1.55,Excellent
22-14319,22,Female,Family House,Irregular,Yes,21,85,2.21,1.83,1.43,1.8,Improving,1.84,Good
22-14320,20,Male,Family House,Regular,No,20,80,2.44,2.15,2.06,2.23,Stable,2.23,At-Risk
22-14321,24,Female,Family House,Regular,Yes,30,100,1.49,1.58,1.36,1.43,Stable,1.47,Excellent
22-14322,22,Female,Dorm,Regular,No,21,89,1.67,1.82,1.88,1.95,Stable,1.81,Good
22-14323,23,Male,Dorm,Regular,Yes,27,82,1.88,1.78,1.96,1.65,Stable,1.84,Good
22-14324,20,Male,Dorm,Regular,No,27,94,1.81,1.81,1.67,1.62,Stable,1.74,Good
22-14325,24,Male,Family House,Irregular,No,30,87,2.21,1.78,1.6,1.98,Stable,1.9,Good
22-14326,20,Male,Family House,Regular,Yes,22,90,1.82,1.81,1.72,1.5,Improving,1.74,Good
22-14327,24,Male,Family House,Regular,No,24,88,1.76,2.08,1.81,1.85,Stable,1.87,Good
22-14328,21,Female,Family House,Regular,No,29,82,1.76,1.85,2.03,2.45,Declining,1.96,Good
22-14329,20,Female,Dorm,Regular,Yes,24,91,1.46,1.72,1.74,2.1,Declining,1.7,Good
22-14330,20,Male,Family House,Regular,No,31,96,1.61,1.46,1.64,1.77,Stable,1.6,Excellent
22-14331,23,Female,Dorm,Regular,Yes,21,89,2.0,2.19,2.12,2.0,Stable,2.09,Good
22-14332,22,Female,Family House,Regular,No,17,76,2.43,2.22,2.14,2.2,Stable,2.26,At-Risk
22-14333,20,Male,Dorm,Regular,No,19,87,2.14,2.08,2.26,2.45,Declining,2.21,At-Risk
22-14334,21,Female,Dorm,Regular,No,27,82,2.01,1.72,1.79,1.93,Stable,1.86,Good
22-14335,21,Male,Family House,Regular,No,27,93,1.33,1.47,1.46,1.6,Stable,1.44,Excellent
22-14336,21,Female,Family House,Irregular,Yes,24,96,2.12,1.76,1.57,1.82,Stable,1.83,Good
22-14337,20,Male,Family House,Regular,Yes,28,98,1.67,1.72,1.72,1.4,Stable,1.66,Good
22-14338,22,Male,Dorm,Regular,No,19,78,2.46,2.22,2.06,2.17,Stable,2.25,At-Risk
22-14339,21,Male,Family House,Regular,No,19,85,1.88,1.89,1.78,2.0,Stable,1.87,Good
22-14340,24,Female,Family House,Irregular,Yes,34,85,2.07,1.69,1.54,2.2,Stable,1.85,Good
22-14341,23,Female,Family House,Regular,Yes,40,100,1.4,1.46,1.4,1.38,Stable,1.41,Excellent
22-14342,23,Male,Family House,Regular,Yes,32,88,1.62,1.67,1.83,1.85,Stable,1.72,Good
22-14343,24,Female,Family House,Regular,No,33,95,1.32,1.67,1.49,1.35,Stable,1.46,Excellent
22-14344,22,Male,Family House,Regular,Yes,23,84,2.01,1.85,1.82,1.82,Stable,1.89,Good
22-14345,20,Female,Family House,Regular,No,25,95,1.6,1.75,1.53,1.35,Stable,1.58,Excellent
22-14346,22,Female,Dorm,Regular,No,22,95,1.95,1.92,2.0,1.88,Stable,1.94,Good
22-14347,22,Male,Family House,Regular,No,29,89,1.95,1.97,1.75,2.25,Stable,1.95,Good
22-14348,22,Male,Family House,Irregular,Yes,35,100,1.98,1.53,1.5,1.4,Improving,1.64,Excellent
22-14349,24,Female,Family House,Regular,No,24,80,1.79,1.81,1.83,1.77,Stable,1.8,Good
22-14350,23,Male,Dorm,Regular,Yes,38,94,1.61,1.33,1.61,1.43,Stable,1.51,Excellent
22-14351,20,Male,Dorm,Regular,No,14,74,2.18,2.03,2.33,1.95,Stable,2.15,At-Risk
22-14352,20,Female,Dorm,Regular,No,36,97,1.67,1.6,1.49,1.4,Stable,1.56,Excellent
22-14353,22,Female,Family House,Irregular,No,22,94,2.23,2.03,1.65,1.98,Stable,1.98,Good
22-14354,22,Female,Dorm,Regular,No,22,81,1.75,2.1,1.82,1.77,Stable,1.87,Good
22-14355,23,Male,Family House,Regular,No,35,100,1.55,1.54,1.6,1.82,Stable,1.6,Excellent
22-14356,23,Male,Dorm,Regular,No,23,92,1.86,1.94,1.9,1.62,Stable,1.86,Good
22-14357,23,Female,Family House,Regular,No,16,92,1.86,2.17,1.93,1.75,Stable,1.94,Good
22-14358,20,Male,Dorm,Regular,Yes,39,100,1.46,1.6,1.75,1.25,Stable,1.54,Excellent
22-14359,20,Male,Family House,Regular,No,39,90,1.69,1.62,1.53,1.73,Stable,1.63,Excellent
22-14360,24,Female,Family House,Regular,No,18,87,1.88,1.94,2.0,1.88,Stable,1.93,Good
22-14361,24,Female,Family House,Regular,No,15,70,2.11,2.0,1.85,2.25,Stable,2.03,Good
22-14362,22,Female,Family House,Regular,No,18,84,1.83,1.85,1.89,1.95,Stable,1.87,Good
22-14363,21,Male,Family House,Regular,Yes,31,92,1.89,1.67,1.68,1.85,Stable,1.77,Good
22-14364,20,Male,Dorm,Regular,No,29,97,1.63,1.65,1.68,1.82,Stable,1.68,Good
22-14365,23,Female,Family House,Regular,No,15,82,1.68,1.88,1.82,2.0,Declining,1.82,Good
22-14366,23,Female,Family House,Regular,No,20,95,1.71,2.0,1.71,1.77,Stable,1.8,Good
22-14367,24,Female,Family House,Regular,Yes,34,89,1.9,2.04,1.76,1.73,Stable,1.88,Good
22-14368,23,Male,Family House,Regular,No,36,97,1.61,1.56,1.64,1.6,Stable,1.6,Excellent
22-14369,20,Female,Dorm,Irregular,Yes,34,95,1.89,1.85,1.33,1.77,Stable,1.71,Good
22-14370,20,Female,Dorm,Regular,No,19,90,2.05,1.92,2.04,1.88,Stable,1.99,Good
22-14371,24,Female,Family House,Regular,No,30,100,1.46,1.44,1.36,1.75,Stable,1.47,Excellent
22-14372,21,Female,Family House,Irregular,No,17,95,2.26,1.86,1.62,1.9,Improving,1.93,Good
22-14373,21,Male,Family House,Regular,No,30,90,1.67,1.44,1.68,1.52,Stable,1.59,Excellent
22-14374,22,Female,Family House,Regular,No,28,93,1.93,1.99,1.92,2.08,Stable,1.96,Good
22-14375,20,Male,Dorm,Regular,No,10,83,2.29,2.25,2.07,1.98,Improving,2.17,At-Risk
22-14376,21,Female,Family House,Regular,No,28,88,1.71,1.92,1.81,1.9,Stable,1.82,Good
22-14377,23,Male,Family House,Regular,Yes,17,92,2.12,1.97,1.96,2.33,Stable,2.07,Good
22-14378,22,Female,Family House,Regular,No,13,71,2.12,1.88,2.18,2.1,Stable,2.07,Good
22-14379,21,Male,Family House,Regular,No,32,95,1.62,1.44,1.56,1.5,Stable,1.54,Excellent
22-14380,20,Male,Dorm,Regular,Yes,28,85,1.65,1.69,1.81,1.98,Declining,1.75,Good
22-14381,22,Male,Family House,Regular,No,30,94,1.88,1.78,2.07,1.88,Stable,1.9,Good
22-14382,22,Female,Family House,Regular,Yes,29,84,1.75,1.82,1.96,1.75,Stable,1.82,Good
22-14383,24,Female,Family House,Irregular,No,19,88,2.33,2.28,1.53,2.08,Stable,2.06,Good
22-14384,24,Female,Family House,Regular,No,18,85,1.63,1.76,1.88,2.1,Declining,1.8,Good
22-14385,24,Male,Dorm,Regular,No,25,96,1.65,1.53,1.93,1.77,Stable,1.71,Good
22-14386,22,Male,Family House,Regular,No,23,86,1.96,2.0,1.93,1.68,Stable,1.92,Good
22-14387,22,Male,Family House,Irregular,Yes,15,78,2.08,2.01,1.89,2.0,Stable,2.0,Good
22-14388,24,Male,Family House,Irregular,Yes,19,77,2.23,1.92,1.78,1.88,Improving,1.97,Good
22-14389,22,Male,Family House,Regular,No,9,81,2.26,2.22,2.19,1.98,Stable,2.19,At-Risk
22-14390,20,Female,Dorm,Regular,No,19,71,2.11,2.25,2.22,2.5,Declining,2.24,At-Risk
22-14391,20,Female,Dorm,Regular,No,10,74,2.17,2.1,2.1,2.12,Stable,2.12,At-Risk
22-14392,20,Male,Dorm,Regular,Yes,27,93,1.76,1.74,1.82,1.7,Stable,1.76,Good
22-14393,22,Male,Dorm,Regular,No,9,87,1.98,2.08,2.24,2.12,Stable,2.1,Good
22-14394,22,Female,Family House,Irregular,No,9,71,2.24,2.19,1.9,2.52,Stable,2.18,At-Risk
22-14395,24,Male,Dorm,Regular,No,14,76,2.07,2.06,2.31,2.2,Stable,2.15,At-Risk
22-14396,24,Male,Family House,Regular,No,27,90,1.92,1.89,1.99,1.93,Stable,1.93,Good
22-14397,22,Female,Family House,Regular,No,20,72,2.18,2.21,2.38,2.05,Stable,2.22,At-Risk
22-14398,20,Female,Dorm,Regular,No,13,81,2.24,2.25,2.1,2.15,Stable,2.19,At-Risk
22-14399,23,Male,Family House,Regular,Yes,21,95,1.54,1.78,1.85,1.82,Stable,1.73,Good
22-14400,21,Female,Dorm,Regular,No,24,95,1.86,1.81,1.64,1.7,Stable,1.76,Good
22-14401,20,Male,Family House,Regular,Yes,22,87,1.98,1.72,1.82,1.65,Improving,1.82,Good
22-14402,20,Female,Dorm,Regular,No,21,88,1.94,1.81,1.71,1.95,Stable,1.84,Good
22-14403,21,Male,Family House,Irregular,No,26,85,2.18,1.86,1.85,1.88,Improving,1.96,Good
22-14404,22,Male,Family House,Regular,No,30,91,1.46,1.61,1.38,1.55,Stable,1.49,Excellent
22-14405,24,Female,Family House,Regular,No,13,70,2.14,1.93,2.22,2.27,Stable,2.13,At-Risk
22-14406,21,Male,Dorm,Regular,Yes,20,88,1.95,1.72,1.67,1.85,Stable,1.8,Good
22-14407,24,Female,Dorm,Regular,No,29,80,1.85,1.81,1.9,2.05,Stable,1.88,Good
22-14408,22,Male,Family House,Regular,No,24,89,1.92,1.96,1.92,1.73,Stable,1.9,Good
22-14409,21,Male,Family House,Regular,No,16,80,2.17,2.14,2.39,2.5,Declining,2.27,At-Risk
22-14410,20,Female,Family House,Regular,Yes,29,100,1.3,1.44,1.51,1.95,Declining,1.49,Excellent
22-14411,24,Male,Family House,Regular,Yes,23,98,1.82,1.74,2.03,1.68,Stable,1.83,Good
22-14412,24,Male,Dorm,Regular,Yes,17,92,2.12,2.07,2.11,2.23,Stable,2.12,At-Risk
22-14413,21,Male,Family House,Regular,No,29,94,1.52,1.76,1.61,1.68,Stable,1.63,Excellent
22-14414,21,Female,Family House,Regular,No,30,88,1.96,1.86,1.92,1.98,Stable,1.93,Good
22-14415,21,Female,Dorm,Irregular,No,16,70,2.07,2.08,1.99,1.82,Stable,2.01,Good
22-14416,24,Male,Family House,Irregular,Yes,28,91,1.93,1.78,1.51,1.9,Stable,1.77,Good
22-14417,23,Female,Family House,Irregular,No,32,91,2.04,1.46,1.43,1.52,Improving,1.64,Excellent
22-14418,24,Male,Family House,Irregular,No,24,86,2.2,1.96,1.75,1.6,Improving,1.93,Good
22-14419,24,Female,Family House,Regular,No,17,80,2.37,2.1,2.11,2.17,Stable,2.2,At-Risk
22-14420,24,Male,Dorm,Regular,Yes,25,85,1.67,1.69,1.92,1.73,Stable,1.75,Good
22-14421,21,Male,Dorm,Irregular,Yes,31,97,2.08,1.68,1.5,1.88,Stable,1.79,Good
22-14422,21,Female,Dorm,Regular,Yes,13,81,2.19,1.89,2.21,2.27,Stable,2.13,At-Risk
22-14423,24,Male,Family House,Regular,Yes,21,81,2.24,2.0,2.0,1.9,Improving,2.06,Good
22-14424,23,Male,Dorm,Regular,No,16,85,1.74,2.08,1.97,1.85,Stable,1.91,Good
22-14425,22,Female,Family House,Regular,Yes,23,95,1.82,2.0,1.58,1.9,Stable,1.82,Good
22-14426,22,Male,Dorm,Regular,Yes,34,93,1.3,1.58,1.62,1.15,Stable,1.44,Excellent
22-14427,23,Female,Dorm,Regular,Yes,32,97,1.7,1.9,1.68,1.88,Stable,1.78,Good
22-14428,20,Female,Family House,Regular,No,37,100,1.45,1.62,1.61,1.73,Stable,1.58,Excellent
22-14429,24,Male,Family House,Regular,No,29,90,1.82,1.47,1.78,1.62,Stable,1.69,Good
22-14430,21,Male,Dorm,Regular,Yes,22,88,2.17,2.28,1.86,2.4,Stable,2.15,At-Risk
22-14431,23,Male,Family House,Irregular,No,18,71,2.19,2.08,2.04,2.35,Stable,2.15,At-Risk
22-14432,20,Male,Dorm,Regular,No,18,75,2.19,2.39,2.07,2.35,Stable,2.24,At-Risk
22-14433,23,Male,Family House,Regular,No,28,92,1.73,1.79,1.92,1.93,Stable,1.82,Good
22-14434,21,Female,Dorm,Regular,No,17,86,1.75,1.89,1.94,1.65,Stable,1.82,Good
22-14435,22,Female,Family House,Regular,No,15,86,1.89,1.75,1.85,1.9,Stable,1.84,Good
22-14436,24,Female,Dorm,Regular,No,25,88,2.05,1.64,1.75,2.12,Stable,1.87,Good
22-14437,24,Female,Dorm,Regular,Yes,37,96,1.35,1.4,1.39,1.38,Stable,1.38,Excellent
22-14438,21,Female,Family House,Regular,No,27,87,1.9,2.0,1.67,2.02,Stable,1.88,Good
22-14439,21,Female,Family House,Regular,No,24,80,2.04,1.56,1.99,1.45,Improving,1.81,Good
22-14440,20,Male,Family House,Regular,Yes,18,88,2.21,2.06,1.89,2.17,Stable,2.08,Good
22-14441,22,Female,Family House,Irregular,No,19,79,2.05,2.33,1.68,2.27,Stable,2.06,Good
22-14442,20,Male,Family House,Regular,Yes,13,81,1.99,1.9,1.97,2.17,Stable,1.99,Good
22-14443,23,Female,Family House,Irregular,No,36,93,2.01,1.51,1.64,1.8,Stable,1.75,Good
22-14444,24,Female,Family House,Regular,No,15,80,1.75,1.81,1.94,2.17,Declining,1.88,Good
22-14445,20,Female,Dorm,Regular,No,17,92,1.88,1.9,1.88,1.93,Stable,1.89,Good
22-14446,23,Female,Dorm,Regular,Yes,27,94,1.65,1.85,1.92,1.55,Stable,1.76,Good
22-14447,22,Male,Family House,Regular,No,15,81,2.2,2.25,2.04,2.15,Stable,2.16,At-Risk
22-14448,22,Male,Dorm,Irregular,No,15,75,2.23,2.24,1.79,1.95,Stable,2.07,Good
22-14449,20,Male,Family House,Regular,Yes,21,88,1.79,1.99,1.96,1.65,Stable,1.87,Good
22-14450,21,Female,Family House,Regular,No,28,89,1.93,1.67,1.86,1.65,Stable,1.8,Good
22-14451,24,Male,Dorm,Regular,No,28,84,1.99,1.72,1.71,1.8,Stable,1.81,Good
22-14452,23,Male,Family House,Irregular,No,29,98,2.3,1.72,1.5,1.35,Improving,1.79,Good
22-14453,21,Male,Family House,Regular,No,19,81,1.92,1.79,1.92,1.6,Improving,1.84,Good
22-14454,24,Female,Family House,Regular,No,20,85,2.15,1.97,2.19,2.35,Stable,2.15,At-Risk
